brand,phone_name,text,network,4g_bands,4g_band_count,5g_bands,5g_band_count,released_year,height_width_depth,height,width,depth,weight,resolution,ppi,display_width,display_height,display_ppi,display_size_str,display_size,display_type,os,chipset,ram,storage,type,main_camera,selfie_camera,bluetooth,battery,price
lava,Z40,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 - sim 1 & sim 2 3g bands hsdpa 900 / 2100 4g bands 1, 3, 5, 40, 41 speed hspa 21.1/5.76 mbps, lte cat4 150/50 mbps launch announced 2019, march status available. released 2019, march body dimensions 125.5 x 63.9 x 11.7 mm (4.94 x 2.52 x 0.46 in) weight 120 g (4.23 oz) sim dual sim (nano-sim, dual stand-by) display type tn tft lcd size 4.0 inches, 45.5 cm2 (~56.8% screen-to-body ratio) resolution 480 x 800 pixels, 5:3 ratio (~233 ppi density) protection corning gorilla glass (unspecified version) platform os android 8.1 oreo (go edition) chipset unisoc sc9832e cpu quad-core 1.4 ghz gpu mali memory card slot microsdxc internal 8gb 1gb ram main camera single 2 mp features led flash, hdr video 720p@30fps selfie camera single 2 mp features led flash video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n, wi-fi direct bluetooth 4.2, a2dp, le positioning gps, glonass, bds nfc no radio fm radio usb microusb 2.0 features sensors accelerometer battery type li-ion 2250 mah, removable misc colors gold, glossy black price about 3500 inr ",lte,1 3 5 40,4,0,0,2019,125.5 63.9 11.7,125.5,63.9,11.7,120,480 800,233,480.0,800.0,233.0,4.0,4.0,tn tft lcd,android8.1,0,1gb ,8gb,0,2mp,2mp,bluetooth4.2,2250mah,0.0
lava,Z90,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 - sim 1 & sim 2 3g bands hsdpa 900 / 2100 4g bands 1, 3, 5, 40, 41 speed hspa 42.2/5.76 mbps, lte cat4 150/50 mbps launch announced 2017, september. released 2017, september status discontinued body dimensions 148.5 x 73.1 x 8.1 mm (5.85 x 2.88 x 0.32 in) weight 159 g (5.61 oz) sim hybrid dual sim (micro-sim, dual stand-by) display type ips lcd size 5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio) resolution 720 x 1280 pixels, 16:9 ratio (~282 ppi density) protection corning gorilla glass 3 platform os android 7.0 (nougat) chipset mediatek mt6737 (28 nm) cpu quad-core 1.3 ghz cortex-a53 gpu mali-t720mp2 memory card slot microsdxc (uses shared sim slot) internal 32gb 3gb ram emmc 5.0 main camera dual 8 mp, f/2.0, af
2 mp, (depth) features led flash video 1080p@30fps selfie camera single 8 mp, f/2.0 features led flash video  sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 4.0, a2dp positioning gps, glonass nfc no radio fm radio usb microusb 2.0 features sensors fingerprint (rear-mounted), accelerometer, gyro, proximity, compass battery type li-ion 2750 mah, non-removable misc colors blue, gold models z90 price about 10750 inr ",lte,1 3 5 40,4,0,0,discontinued,148.5 73.1 8.1,148.5,73.1,8.1,159,720 1280,282,720.0,1280.0,282.0,5.2,5.2,ips lcd,android7.0,0,3gb ,32gb,emmc5.0,8mp,8mp,bluetooth4.0,2750mah,0.0
lava,A44,"network technology gsm / hspa / lte 2g bands gsm 900 / 1800 - sim 1 & sim 2 3g bands hsdpa 900 / 2100 4g bands 3, 5, 40 speed hspa launch announced 2017, june. released 2017, june status discontinued body dimensions 123 x 63.7 x 10.1 mm (4.84 x 2.51 x 0.40 in) weight 141 g (4.97 oz) sim dual sim (micro-sim, dual stand-by) display type tn size 4.0 inches, 44.1 cm2 (~56.3% screen-to-body ratio) resolution 480 x 854 pixels, 16:9 ratio (~245 ppi density) protection scratch-resistant glass platform os android 7.0 (nougat) chipset mediatek mt6737m (28 nm) cpu quad-core 1.1 ghz cortex-a53 gpu mali-t720mp1 memory card slot microsdhc internal 8gb 1gb ram emmc 5.0 main camera single 5 mp features led flash video yes selfie camera single 2 mp features led video  sound loudspeaker yes, with stereo speakers 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n bluetooth 2.1 positioning gps nfc no radio stereo fm radio with rds; recording usb microusb 2.0 features sensors accelerometer, proximity battery type li-ion 1500 mah, removable misc colors black models a44 price about 5400 inr ",lte,3 5,2,0,0,discontinued,123 63.7 10.1,123.0,63.7,10.1,141,480 854,245,480.0,854.0,245.0,4.0,4.0,tn,android7.0,0,1gb ,8gb,emmc5.0,5mp,2mp,bluetooth2.1,1500mah,0.0
motorola,Edge 40 Neo,"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 38, 39, 40, 41, 42, 43, 48, 66 5g bands 1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 sa/nsa speed hspa, lte-a, 5g launch announced 2023, september 14 status available. released 2023, september 14 body dimensions 159.6 x 72 x 7.9 mm (6.28 x 2.83 x 0.31 in) weight 170 g or 172 g (6.00 oz) build glass front (gorilla glass 3), plastic frame, plastic back sim nano-sim, esim or dual sim (nano-sim, dual stand-by) ip68 dust/water resistant (up to 1.5m for 30 min) display type p-oled, 1b colors, 144hz, hdr10+, 1300 nits (peak) size 6.55 inches, 103.6 cm2 (~90.1% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~402 ppi density) protection corning gorilla glass 3 platform os android 13 chipset mediatek mt6879 dimensity 7030 (6nm) cpu octa-core (2x2.5 ghz cortex-a78 & 6x2.0 ghz cortex-a55) gpu mali-g610 mc3 memory card slot no internal 128gb 8gb ram, 256gb 12gb ram umcp main camera dual 50 mp, f/1.8, (wide), 1/1.5"", 1.0µm, multi-directional pdaf, ois
13 mp, f/2.2, 120˚ (ultrawide), 1.12µm, pdaf features led flash, hdr, panorama video 4k@30fps, 1080p@30/60/120/240fps, gyro-eis selfie camera single 32 mp, f/2.4, (wide), 0.7µm features hdr video 4k@30fps, 1080p@30fps sound loudspeaker yes, with stereo speakers 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac/6e, tri-band, wi-fi direct bluetooth 5.4, a2dp, le positioning gps, glonass, galileo nfc yes radio no usb usb type-c 2.0, otg features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass moto ready for support battery type li-po 5000 mah, non-removable charging 68w wired, 50% in 15 min (advertised) misc colors black, soothing sea, caneel bay models xt2307-1 price ₹ 27,990 / $ 490.00 / £ 299.00 / € 369.99 tests performance antutu: 511077 (v9), 524597 (v10)
geekbench: 2563 (v5), 2563 (v6)
gfxbench: 23fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -23.8 lufs (very good) battery (new) active use score 10:28h battery (old) endurance rating 80h ",lte  5g,1 2 3 4 5 7 8 12 13 17 18 19 20 25 26 28 32 38 39 40 41 42 43 48,24,1 2 3 5 7 8 20 28 38 40 41 66 77,13,2023,159.6 72 7.9,159.6,72.0,7.9,170,1080 2400,402,1080.0,2400.0,402.0,6.5,6.5,p-oled 144hz,android13,dimensity7030,12gb  8gb ,128gb 256gb,0,50mp,32mp,bluetooth5.4,5000mah,27990.0
motorola,Edge+ (2023),"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 41, 46, 48, 66, 71 5g bands 1, 2, 3, 5, 7, 12, 14, 20, 25, 26, 28, 29, 30, 38, 41, 41, 48, 66, 70, 71, 77, 78 sa/nsa/sub6/mmwave speed hspa, lte-a (ca), 5g launch announced 2023, may 02 status available. released 2023, may 19 body dimensions 161.2 x 74 x 8.6 mm (6.35 x 2.91 x 0.34 in) weight 203 g (7.16 oz) build glass front (gorilla glass victus), glass back (gorilla glass victus), aluminum frame sim nano-sim, esim ip68 dust/water resistant (up to 1.5m for 30 min) display type oled, 1b colors, 165hz, hdr10+, dolby vision, 1300 nits (peak) size 6.67 inches, 107.4 cm2 (~90.0% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density) protection corning gorilla glass victus platform os android 13 chipset qualcomm sm8550-ab snapdragon 8 gen 2 (4 nm) cpu octa-core (1x3.2 ghz cortex-x3 & 2x2.8 ghz cortex-a715 & 2x2.8 ghz cortex-a710 & 3x2.0 ghz cortex-a510) gpu adreno 740 memory card slot no internal 512gb 8gb ram ufs 4.0 main camera triple 50 mp, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional pdaf, ois
12 mp, f/1.6, (telephoto), 1/2.93"", 1.22µm, pdaf, 2x optical zoom
50 mp, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, af features dual-led flash, panorama, hdr video 8k@30fps, 4k@30/60fps, 1080p@30/60/120/240/960fps, 10-bit hdr10+, gyro-eis selfie camera single 60 mp, f/2.2, (wide), 1/2.8"", 0.61µm features hdr video 4k@30/60fps, 1080p@30/60/120/240fps sound loudspeaker yes, with stereo speakers 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac/6e/7, tri-band, wi-fi direct bluetooth 5.3, a2dp, le positioning gps, glonass, galileo, bds nfc yes radio no usb usb type-c 3.2, otg, displayport 1.4 features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass, barometer ready for 3.5 support battery type li-po 5100 mah, non-removable charging 68w wired
15w wireless
5w reverse wired
5w reverse wireless misc colors interstellar black price $ 599.99 ",lte  5g,1 2 3 4 5 7 8 12 13 14 17 18 20 25 26 28 29 30 38 39 40 41 46 48 66,25,1 2 3 5 7 12 14 20 25 26 28 29 30 38 41 48 66 70 71 77,20,2023,161.2 74 8.6,161.2,74.0,8.6,203,1080 2400,395,1080.0,2400.0,395.0,6.7,6.7,oled 165hz,android13,snapdragon8gen2,8gb ,512gb,ufs4.0,50mp,60mp,bluetooth5.3,5100mah,0.0
motorola,Edge 40 Pro,"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 48, 66 5g bands 1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 sa/nsa/sub6 speed hspa, lte-a (ca), 5g launch announced 2023, april 04 status available. released 2023, april 04 body dimensions 161.2 x 74 x 8.6 mm (6.35 x 2.91 x 0.34 in) weight 199 g (7.02 oz) build glass front (gorilla glass victus), glass back (gorilla glass victus), aluminum frame sim single sim (nano-sim, esim) or dual sim (nano-sim, esim, dual stand-by) ip68 dust/water resistant (up to 1.5m for 30 min) display type oled, 1b colors, 165hz, hdr10+, dolby vision, 1300 nits (peak) size 6.67 inches, 108.0 cm2 (~90.5% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~394 ppi density) protection corning gorilla glass victus platform os android 13 chipset qualcomm sm8550-ab snapdragon 8 gen 2 (4 nm) cpu octa-core (1x3.2 ghz cortex-x3 & 2x2.8 ghz cortex-a715 & 2x2.8 ghz cortex-a710 & 3x2.0 ghz cortex-a510) gpu adreno 740 memory card slot no internal 256gb 12gb ram, 512gb 12gb ram ufs 4.0 main camera triple 50 mp, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional pdaf, ois
12 mp, f/1.6, (telephoto), 1/2.93"", 1.22µm, pdaf, 2x optical zoom
50 mp, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, af features dual-led flash, panorama, hdr video 8k@30fps, 4k@30/60fps, 1080p@30/60/120/240/960fps, 10-bit hdr10+, gyro-eis selfie camera single 60 mp, f/2.2, (wide), 1/2.8"", 0.61µm features hdr video 4k@30/60fps, 1080p@30/60fps sound loudspeaker yes, with stereo speakers 3.5mm jack no comms wlan wi-fi 802.11 a/b/g/n/ac/6e/7, tri-band, wi-fi direct bluetooth 5.3, a2dp, le positioning gps, glonass, galileo, bds nfc yes radio no usb usb type-c 3.2, otg, displayport 1.4 features sensors fingerprint (under display, optical), accelerometer, gyro, proximity, compass ready for 3.5 support battery type li-po 4600 mah, non-removable charging 125w wired, pd3.0, qc5, 50% in 6 min, 100% in 23 min (advertised)
15w wireless
5w reverse wired
5w reverse wireless misc colors interstellar black, lunar blue price $ 899.50 / £ 764.09 / € 654.72 tests performance antutu: 1273764 (v9)
geekbench: 4896 (v5.1), 5352 (v6)
gfxbench: 112fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -22.6 lufs (excellent) battery (old) endurance rating 117h ",lte  5g,1 2 3 4 5 7 8 12 13 17 18 19 20 25 26 28 32 38 39 40 41 42 43 48,24,1 2 3 5 7 8 20 28 38 40 41 66 77,13,2023,161.2 74 8.6,161.2,74.0,8.6,199,1080 2400,394,1080.0,2400.0,394.0,6.7,6.7,oled 165hz,android13,snapdragon8gen2,12gb ,256gb 512gb,ufs4.0,50mp,60mp,bluetooth5.3,4600mah,58295.0
motorola,Moto G23,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim model only) 3g bands hsdpa 850 / 900 / 1900 / 2100 - europe, ap/mea hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 - latam 4g bands 1, 2, 3, 5, 7, 8, 20, 28, 38, 40, 41 - europe 1, 2, 3, 4, 5, 7, 8, 13, 26, 28, 38, 40, 66 - latam 1, 2, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41 - ap/mea speed hspa, lte (ca) launch announced 2023, january 24 status available. released 2023, january 24 body dimensions 162.7 x 74.7 x 8.2 mm (6.41 x 2.94 x 0.32 in) weight 184.3 g (6.49 oz) build glass front, plastic frame, plastic back sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) water-resistant design display type ips lcd, 90hz, 400 nits (peak) size 6.5 inches, 102.0 cm2 (~83.9% screen-to-body ratio) resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density) protection panda glass platform os android 13 chipset mediatek mt6769z helio g85 (12nm) cpu octa-core (2x2.0 ghz cortex-a75 & 6x1.8 ghz cortex-a55) gpu mali-g52 mc2 memory card slot microsdxc (dedicated slot) internal 64gb 4gb ram, 128gb 8gb ram main camera triple 50 mp, f/1.8, (wide), 0.64µm, pdaf
5 mp, f/2.2, 118˚ (ultrawide)
2 mp, f/2.4, (macro) features led flash, hdr, panorama video 1080p@30fps selfie camera single 16 mp, f/2.5, (wide), 1.0µm features hdr video 1080p@30fps sound loudspeaker yes, with stereo speakers 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band bluetooth 5.1, a2dp, le positioning gps, glonass, galileo nfc yes (market/region dependent) radio fm radio usb usb type-c 2.0 features sensors fingerprint (side-mounted), accelerometer, gyro, proximity battery type li-po 5000 mah, non-removable charging 30w wired misc colors matte charcoal, pearl white, steel blue price $ 142.99 / £ 138.16 / € 127.09 ",lte,1 2 3 4 5 7 8 13 18 19 20 26 28 38 40,15,0,0,2023,162.7 74.7 8.2,162.7,74.7,8.2,0,720 1600,270,720.0,1600.0,270.0,6.5,6.5,ips lcd 90hz,android13,heliog85,4gb  8gb ,128gb 64gb,0,50mp,16mp,bluetooth5.1,5000mah,11303.0
motorola,Moto G Play (2023),"network technology gsm / cdma / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 cdma 800 / 1900 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 38, 39, 40, 41, 66, 71 speed hspa, lte launch announced 2022, december 08 status available. released 2022, december 12 body dimensions 167.2 x 76.5 x 9.4 mm (6.58 x 3.01 x 0.37 in) weight 203 g (7.20 oz) build plastic frame, plastic back sim nano-sim water-repellent coating display type ips lcd, 90hz size 6.5 inches, 102.0 cm2 (~79.7% screen-to-body ratio) resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density) platform os android 12 chipset mediatek mt6765 helio g37 (12 nm) cpu octa-core (4x2.3 ghz cortex-a53 & 4x1.8 ghz cortex-a53) gpu powervr ge8320 memory card slot microsdxc (dedicated slot) internal 32gb 3gb ram emmc 5.1 main camera triple 16 mp, f/2.2, (wide), 1.12µm, pdaf
2 mp, f/2.4, (macro)
2 mp, f/2.4, (depth) features led flash, hdr, panorama video 1080p@30/60fps selfie camera single 5 mp, f/2.4, (wide), 1.12µm features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band bluetooth 5.0, a2dp, le positioning gps, glonass nfc no radio no usb usb type-c 2.0 features sensors fingerprint (rear-mounted), accelerometer, proximity, barometer battery type li-po 5000 mah, non-removable charging 10w wired misc colors deep indigo price $ 59.00 ",lte,1 2 3 4 5 7 8 12 13 14 17 18 19 20 25 26 29 30 38 39 40 41 66,23,0,0,2022,167.2 76.5 9.4,167.2,76.5,9.4,203,720 1600,270,720.0,1600.0,270.0,6.5,6.5,ips lcd 90hz,android12,heliog37,3gb ,32gb,emmc5.1,16mp,5mp,bluetooth5.0,5000mah,0.0
motorola,Edge 30 Pro,"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 (dual-sim) 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 42, 43, 48, 66 - international 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 46, 48, 66, 71 - usa 5g bands 1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 66, 77, 78 sa/nsa/sub6 - international 2, 5, 7, 12, 25, 26, 29, 30, 41, 48, 66, 71, 77, 78, 260, 261 sa/nsa/sub6/mmwave - usa speed hspa 42.2/5.76 mbps, lte-a (ca) cat20 2000/150 mbps, 5g launch announced 2022, january 24 status available. released 2022, march 04 body dimensions 163.1 x 76 x 8.8 mm (6.42 x 2.99 x 0.35 in) weight 196 g (6.91 oz) build glass front (gorilla glass 3), glass back (gorilla glass 5), plastic frame sim single sim (nano-sim) or dual sim (nano-sim, dual stand-by) water-repellent design display type oled, 1b colors, 144hz, hdr10+ size 6.7 inches, 108.4 cm2 (~87.4% screen-to-body ratio) resolution 1080 x 2400 pixels, 20:9 ratio (~393 ppi density) protection corning gorilla glass 3 always-on display platform os android 12, upgradable to android 13 chipset qualcomm sm8450 snapdragon 8 gen 1 (4 nm) cpu octa-core (1x3.00 ghz cortex-x2 & 3x2.50 ghz cortex-a710 & 4x1.80 ghz cortex-a510) gpu adreno 730 memory card slot no internal 128gb 8gb ram, 256gb 8gb ram, 256gb 12gb ram, 512gb 8gb ram, 512gb 12gb ram ufs 3.1 main camera triple 50 mp, f/1.8, (wide), 1/1.55"", 1.0µm, multi-directional pdaf, ois
50 mp, f/2.2, 114˚ (ultrawide), 1/2.76"", 0.64µm, af
2 mp, f/2.4, (depth) features dual-led dual-tone flash, hdr, panorama video 8k@24/30fps, 4k@30/60fps, 1080p@30/60/120/240/960fps, 10-bit hdr10+, gyro-eis selfie camera single 60 mp, f/2.2, (wide), 1/2.8"", 0.61µm features hdr video 4k@30fps, 1080p@30/120fps sound loudspeaker yes, with stereo speakers 3.5mm jack no 24-bit/192khz audio comms wlan wi-fi 802.11 a/b/g/n/ac/6e, dual-band, wi-fi direct bluetooth 5.2, a2dp, le positioning gps (l1+l5), glonass, bds, galileo nfc yes radio no usb usb type-c 3.1, displayport 1.4 features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer ready for support battery type li-po 4800 mah, non-removable charging 68w wired, 50% in 15 min, 100% in 35 min (advertised)
15w wireless
5w reverse wireless misc colors cosmos blue, stardust white models xt2201-1 price $ 454.99 / £ 775.80 / € 565.35 tests performance antutu: 941895 (v9)
geekbench: 3658 (v5.1)
gfxbench: 78fps (es 3.1 onscreen) display contrast ratio: infinite (nominal) camera photo / video loudspeaker -24.2 lufs (very good) battery (old) endurance rating 80h ",lte  5g,1 2 3 4 5 7 8 12 13 14 17 18 19 20 25 26 28 29 30 32 38 39 40 41 42 43 46 48 66,29,1 2 3 5 7 8 12 20 25 26 28 29 30 38 40 41 48 66 71 77 78 260,22,2022,163.1 76 8.8,163.1,76.0,8.8,196,1080 2400,393,1080.0,2400.0,393.0,6.7,6.7,oled 144hz,android12,snapdragon8gen1,12gb  8gb ,128gb 256gb 512gb,ufs3.1,50mp,60mp,bluetooth5.2,4800mah,50285.0
motorola,Moto G100,"network technology gsm / hspa / lte / 5g 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 32, 34, 38, 39, 40, 41, 42, 43, 66 5g bands 1, 3, 5, 7, 8, 28, 38, 41, 66, 77, 78 sa/nsa/sub6 speed hspa 42.2/5.76 mbps, lte-a (ca) cat20 2000/200 mbps, 5g launch announced 2021, march 25 status available. released 2021, april 15 body dimensions 168.4 x 74 x 9.7 mm (6.63 x 2.91 x 0.38 in) weight 207 g (7.30 oz) sim hybrid dual sim (nano-sim, dual stand-by) water repellent design display type ips lcd, 90hz, hdr10, 560 nits (hbm) size 6.7 inches, 104.9 cm2 (~84.1% screen-to-body ratio) resolution 1080 x 2520 pixels, 21:9 ratio (~409 ppi density) platform os android 11, upgradable to android 12 chipset qualcomm sm8250-ac snapdragon 870 5g (7 nm) cpu octa-core (1x3.2 ghz kryo 585 & 3x2.42 ghz kryo 585 & 4x1.80 ghz kryo 585) gpu adreno 650 memory card slot microsdxc (uses shared sim slot) internal 128gb 8gb ram, 256gb 12gb ram ufs 3.1 main camera triple 64 mp, f/1.7, (wide), 1/2.0"", 0.7µm, pdaf, laser af
16 mp, f/2.2, 117˚ (ultrawide), 1.0µm, pdaf
2 mp, f/2.4, (depth)
tof 3d features dual-led flash, ring flash (macro mode), panorama, hdr video 6k@30fps, 4k@30/60fps, 1080p@30/60/120fps, gyro-eis selfie camera dual 16 mp, f/2.2, (wide), 1.0µm
8 mp, f/2.4, 118˚ (ultrawide), 1.12µm features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac/6, dual-band, wi-fi direct bluetooth 5.1, a2dp, le positioning gps (l1+l5), glonass, galileo nfc yes radio no usb usb type-c 3.1, otg features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass ready for support battery type li-po 5000 mah, non-removable charging 20w wired misc colors iridescent sky, iridescent ocean, slate grey models xt2125, xt2125-4 price $ 645.00 / £ 723.45 / € 255.15 tests performance antutu: 556137 (v8)
geekbench: 2860 (v5.1)
gfxbench: 47fps (es 3.1 onscreen) display contrast ratio: 1427:1 (nominal) camera photo / video loudspeaker -29.4 lufs (average) battery (old) endurance rating 100h ",lte  5g,1 2 3 4 5 7 8 12 13 17 20 26 28 32 34 38 39 40 41 42 43,21,1 3 5 7 8 28 38 41 66 77,10,2021,168.4 74 9.7,168.4,74.0,9.7,207,1080 2520,409,1080.0,2520.0,409.0,6.7,6.7,ips lcd 90hz,android11,snapdragon870,12gb  8gb ,128gb 256gb,ufs3.1,64mp,16mp,bluetooth5.1,5000mah,22695.0
motorola,Moto E7 Power,"network technology gsm / hspa / lte 2g bands gsm 850 / 900 / 1800 / 1900 - sim 1 & sim 2 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 4g bands 1, 3, 5, 7, 8, 20, 38, 40, 41 speed hspa, lte launch announced 2021, february 19 status available. released 2021, february 26 body dimensions 165.1 x 75.9 x 9.2 mm (6.5 x 2.99 x 0.36 in) weight 200 g (7.05 oz) build glass front, plastic back, plastic frame sim hybrid dual sim (nano-sim, dual stand-by) water-repellent design display type ips lcd, 380 nits (typ) size 6.51 inches, 103.1 cm2 (~82.3% screen-to-body ratio) resolution 720 x 1600 pixels, 20:9 ratio (~269 ppi density) platform os android 10 chipset mediatek mt6762g helio g25 (12 nm) cpu octa-core (4x2.0 ghz cortex-a53 & 4x1.5 ghz cortex-a53) gpu powervr ge8320 memory card slot microsdxc (uses shared sim slot) internal 32gb 2gb ram, 64gb 4gb ram emcp main camera dual 13 mp, f/2.0, 26mm (wide), 1/3.1"", 1.12µm, pdaf
2 mp, f/2.4, (macro) features led flash, hdr, panorama video 1080p@30fps selfie camera single 5 mp, f/2.2, 27mm (wide), 1.12µm features hdr video 1080p@30fps sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 b/g/n bluetooth 5.0, a2dp, le positioning gps, glonass, galileo nfc no radio fm radio usb usb type-c 2.0, otg features sensors fingerprint (rear-mounted), accelerometer, proximity battery type li-ion 5000 mah, non-removable charging 10w wired misc colors tahiti blue, coral red models pamh0001in, pamh0010in, pamh0019in price about 140 eur ",lte,1 3 5 7 8 20 38 40,8,0,0,2021,165.1 75.9 9.2,165.1,75.9,9.2,200,720 1600,269,720.0,1600.0,269.0,6.5,6.5,ips lcd,android10,heliog25,2gb  4gb ,32gb 64gb,0,13mp,5mp,bluetooth5.0,5000mah,12460.0
motorola,Moto G Power (2021),"network technology gsm / cdma / hspa / evdo / lte 2g bands gsm 850 / 900 / 1800 / 1900 cdma 800 / 1900 3g bands hsdpa 850 / 900 / 1700(aws) / 1900 / 2100 cdma2000 1xev-do 4g bands 1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 25, 26, 29, 30, 38, 41, 66, 71 speed hspa, lte launch announced 2021, january 08 status available. released 2021, january 14 body dimensions 165.3 x 75.9 x 9.5 mm (6.51 x 2.99 x 0.37 in) weight 206.5 g (7.30 oz) build glass front, plastic back, plastic frame sim nano-sim water-repellent coating display type ips lcd size 6.6 inches, 105.2 cm2 (~83.8% screen-to-body ratio) resolution 720 x 1600 pixels, 20:9 ratio (~266 ppi density) platform os android 10 chipset qualcomm sm6115 snapdragon 662 (11 nm) cpu octa-core (4x2.0 ghz kryo 260 gold & 4x1.8 ghz kryo 260 silver) gpu adreno 610 memory card slot microsdxc (dedicated slot) internal 32gb 3gb ram, 64gb 4gb ram emmc 5.1 main camera triple 48 mp, f/1.7, (wide), 1/2.0"", 0.8µm, pdaf
2 mp, f/2.4, (macro)
2 mp, f/2.4, (depth) features led flash, hdr, panorama video 1080p@30/60fps, gyro-eis selfie camera single 8 mp, f/2.0, 1.12µm features hdr video 1080p@30fps, gyro-eis sound loudspeaker yes 3.5mm jack yes comms wlan wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct bluetooth 5.0, a2dp, le positioning gps, glonass, galileo nfc no radio fm radio usb usb type-c 2.0 features sensors fingerprint (side-mounted), accelerometer, gyro, proximity, compass, barometer battery type li-po 5000 mah, non-removable charging 15w wired misc colors flash gray, polar silver price $ 69.88 ",lte,1 2 3 4 5 7 8 12 13 14 17 25 26 29 30 38 41 66,18,0,0,2021,165.3 75.9 9.5,165.3,75.9,9.5,0,720 1600,266,720.0,1600.0,266.0,6.6,6.6,ips lcd,android10,snapdragon662,3gb  4gb ,32gb 64gb,emmc5.1,48mp,8mp,bluetooth5.0,5000mah,0.0
